,time,pod_name,mean_cpu_usage_nanocores,mean_memory_working_set_bytes
187853,1687820400000000000,kibana-kibana-5d996f756d-f9pwp,26916112.35,820703709.8666667
188896,1687818600000000000,kibana-kibana-5d996f756d-f9pwp,25917750.633333333,821739383.4666667
189958,1687816800000000000,kibana-kibana-5d996f756d-f9pwp,22078885.933333337,820096887.4666667
191017,1687815000000000000,kibana-kibana-5d996f756d-f9pwp,18826709.083333332,818208972.8
192074,1687813200000000000,kibana-kibana-5d996f756d-f9pwp,21665053.75,823000132.2666667
193131,1687811400000000000,kibana-kibana-5d996f756d-f9pwp,22533776.1,822448401.0666667
194188,1687809600000000000,kibana-kibana-5d996f756d-f9pwp,17674326.316666666,822708974.9333333
195231,1687807800000000000,kibana-kibana-5d996f756d-f9pwp,18265232.683333337,821022583.4666667
196291,1687806000000000000,kibana-kibana-5d996f756d-f9pwp,23073430.966666665,819272908.8
197355,1687804200000000000,kibana-kibana-5d996f756d-f9pwp,20137016.5,820014148.2666667
198417,1687802400000000000,kibana-kibana-5d996f756d-f9pwp,17394278.383333333,821350195.2
199478,1687800600000000000,kibana-kibana-5d996f756d-f9pwp,17955602.816666666,818586419.2
200538,1687798800000000000,kibana-kibana-5d996f756d-f9pwp,20108997.616666667,817736021.3333334
201600,1687797000000000000,kibana-kibana-5d996f756d-f9pwp,20043582.1,826379810.1333333
202645,1687795200000000000,kibana-kibana-5d996f756d-f9pwp,18497826.7,826034517.3333334
203706,1687793400000000000,kibana-kibana-5d996f756d-f9pwp,21045419.3,821087709.8666667
204783,1687791600000000000,kibana-kibana-5d996f756d-f9pwp,22054651.35,823744102.4
205842,1687789800000000000,kibana-kibana-5d996f756d-f9pwp,18365176.933333337,821876189.8666667
206893,1687788000000000000,kibana-kibana-5d996f756d-f9pwp,24066201.266666666,820596121.6
207948,1687786200000000000,kibana-kibana-5d996f756d-f9pwp,22075235.3,818316970.6666666
208983,1687784400000000000,kibana-kibana-5d996f756d-f9pwp,23370386.2,815780249.6
